family,target,predictor,rel_span,n,rho,p,r,q
design,t180,crutch_SEA_J_per_cm3,4.445642688446959,35,-0.06526610644257703,0.7071646417679116,0.29735802293769836,0.8081881620204704
design,t180,crutch_F_base_peak_N,0.87989322036381,35,0.03613445378151261,0.8381080945952702,0.04926739404843315,0.9312312162169669
design,t180,tierB_fn_hz,2.672087311479835,35,-0.025490196078431372,0.8816559172041398,0.06692006409663231,0.9343532823358831
design,t180,nom_H_mm,0.6321630850714506,35,0.02122167896559533,0.9052547372631369,-0.022246575459007205,0.9343532823358831
design,t180,nom_strut_d_mm,0.6475479671156641,35,0.015365722450208617,0.9295035248237589,0.019285424159015557,0.9343532823358831
design,t180,crutch_F_peak_N,0.02483935361332272,35,0.014565826330532215,0.9343532823358832,0.17668084399327208,0.9343532823358831
design,zeta_pct,tierB_peak_tendon_strain,2.1869904393789823,31,0.5092741935483871,0.0034498275086245686,0.455522715110224,0.13799310034498274
design,zeta_pct,tierC_peak_tendon_strain,1.298319826022862,31,0.40766129032258075,0.0231988400579971,0.3832953683605885,0.3237838108094595
design,zeta_pct,tierC_tpu_fraction,1.7871536923631886,31,-0.39435483870967747,0.030448477576121194,-0.3839093914092547,0.3237838108094595
design,zeta_pct,tierC_out_180_g,0.36359001089850124,31,-0.3762096774193549,0.038498075096245185,-0.26555915965481186,0.3237838108094595
design,zeta_pct,tierC_t180,0.36694983440481327,31,-0.360483870967742,0.04499775011249438,-0.26598008022566993,0.3237838108094595
